id,title,used,price_original,price_current,department,category,sub_category
77826755,sobretudo botswana tam m,True,100,95.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77725517,vestido feminino gap original,True,120,68.0,mocas,mocas-roupas,mocas-roupas-vestidos
77622374,adidas roxinha,True,65,59.0,mocas,mocas-roupas,mocas-roupas-camisas
77495484,/blusa de alcinha com bojo preta 1359,True,39,36.0,mocas,mocas-roupas,mocas-roupas-blusas
77072377,calça jeans preta carmim,True,69,48.0,mocas,mocas-roupas,mocas-roupas-calcas
76470477,vestido caftan seda floral,True,180,97.0,mocas,mocas-roupas,mocas-roupas-vestidos
76180146,vestido indiano murau,True,100,68.0,mocas,mocas-roupas,mocas-roupas-vestidos
76063176,casaco tipo poncho cortelle tamanho único em lã,True,300,167.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
74501806,Blazer ( Shoulder Alfaiataria ),True,465,169.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
73558536,vestido tie dye,True,180,64.0,mocas,mocas-roupas,mocas-roupas-vestidos
77854846,blusa cavada colcci,False,232,232.0,mocas,mocas-roupas,mocas-roupas-blusas
77391561,calça rose mixed,True,253,253.0,mocas,mocas-roupas,mocas-roupas-calcas
77250113,Vestido zara crepe romano,True,180,135.0,mocas,mocas-roupas,mocas-roupas-vestidos
77158746,cropped de manga,False,75,57.0,mocas,mocas-roupas,mocas-roupas-blusas
77122219,blusa polo roxa sudotex,False,40,40.0,mocas,mocas-roupas,mocas-roupas-blusas
76869944,vestido off white longo estampa floral damyller,True,126,113.4,mocas,mocas-roupas,mocas-roupas-vestidos
76268993,camisa charry,True,129,79.0,mocas,mocas-roupas,mocas-roupas-camisas
76262652,calça esportiva,True,59,49.0,mocas,mocas-roupas,mocas-roupas-calcas
76247233,vestido preto recortes labellamafia,False,280,173.0,mocas,mocas-roupas,mocas-roupas-vestidos
72232325,vestido vermelho floral maria filó,True,170,108.8,mocas,mocas-roupas,mocas-roupas-vestidos
78081594,cropped azul dona gaveta,False,110,110.0,mocas,mocas-roupas,mocas-roupas-blusas
78072111,casaco impermeável minnie disney,True,300,300.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78038609,calça clochard zara listras,True,199,199.0,mocas,mocas-roupas,mocas-roupas-calcas
78001784,saia jeans,True,40,40.0,mocas,mocas-roupas,mocas-roupas-saias
77912518,blusa renda forrada,True,100,50.0,mocas,mocas-roupas,mocas-roupas-blusas
77818578,body vinho rendado valisere,True,67,67.0,mocas,mocas-roupas,mocas-roupas-blusas
77742758,blusa estampa margaridas,False,90,85.0,mocas,mocas-roupas,mocas-roupas-blusas
77634587,blazer azul de linho,True,180,171.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77557332,vestido shoulder citrus,True,150,113.0,mocas,mocas-roupas,mocas-roupas-vestidos
77411495,calça jeans preta  skinny Jonh Jonh nova,False,350,332.0,mocas,mocas-roupas,mocas-roupas-calcas
77130086,vestido tricot assimétrico,True,160,128.0,mocas,mocas-roupas,mocas-roupas-vestidos
76973063,conjunto indiano,True,100,76.0,mocas,mocas-roupas,mocas-roupas-calcas
76972835,vestido poá,False,60,45.0,mocas,mocas-roupas,mocas-roupas-vestidos
74531120,blusa Bolero vintage em linho,True,159,87.0,mocas,mocas-roupas,mocas-roupas-blusas
73853460,macacão prata silence noise,True,150,103.5,mocas,mocas-roupas,mocas-roupas-macacao
73704208,saia jeans azul forever 21,True,75,51.75,mocas,mocas-roupas,mocas-roupas-saias
73264995,calça alfaiataria cintura alta,True,80,30.0,mocas,mocas-roupas,mocas-roupas-calcas
72841407,Muscle Tee David Bowie,False,75,54.0,mocas,mocas-roupas,mocas-roupas-blusas
77575145,Cropped top preto com corrente no pescoço,False,60,57.0,mocas,mocas-roupas,mocas-roupas-blusas
77259830,blusa yessica - com fios brilho prateados - linda! bárbara! - ysc,True,49,40.0,mocas,mocas-roupas,mocas-roupas-blusas
78045096,mini saia off white,True,120,120.0,mocas,mocas-roupas,mocas-roupas-saias
77867043,vestido tubinho bojo rendado,True,192,192.0,mocas,mocas-roupas,mocas-roupas-vestidos
77777781,blusa nova da tommy hilfiger,False,279,265.0,mocas,mocas-roupas,mocas-roupas-blusas
77322569,blusa farm malha banana tamanho m,True,140,120.0,mocas,mocas-roupas,mocas-roupas-blusas
77026339,mini vest azul marinho zara,True,87,87.0,mocas,mocas-roupas,mocas-roupas-blusas
76957778,vestido social manga 3/4,True,625,484.0,mocas,mocas-roupas,mocas-roupas-vestidos
76745269,top cropped blitz closet,False,169,116.0,mocas,mocas-roupas,mocas-roupas-blusas
76268606,Colant e saia para balé,True,30,16.0,mocas,mocas-roupas,mocas-roupas-saias
76254458,"Blusa alfaiataria colcci,pedrarias no busto e mangas ,usada 3 vezes linda em poliéster nobre",True,79,79.0,mocas,mocas-roupas,mocas-roupas-blusas
73665769,vestido preto em renda forever 21,True,188,84.6,mocas,mocas-roupas,mocas-roupas-vestidos
73348350,moletom de cachorrinho,True,60,60.0,mocas,mocas-roupas,mocas-roupas-blusas
66786198,top colorido folhagem pink,True,75,37.5,mocas,mocas-roupas,mocas-roupas-blusas
77961297,short banana riscada p,False,198,198.0,mocas,mocas-roupas,mocas-roupas-short
77868679,calça rosa youcom,True,89,89.0,mocas,mocas-roupas,mocas-roupas-calcas
77866775,vestido tubinho royale,True,180,180.0,mocas,mocas-roupas,mocas-roupas-vestidos
77853978,vestido blazer acinturado zara,False,699,699.0,mocas,mocas-roupas,mocas-roupas-ternos
77579455,blusa florida,False,80,76.0,mocas,mocas-roupas,mocas-roupas-blusas
77319215,camisa blitz closet,False,289,260.0,mocas,mocas-roupas,mocas-roupas-camisas
77249239,Vestido zara retrô,True,180,180.0,mocas,mocas-roupas,mocas-roupas-vestidos
76928325,camisa social manga longa feminina,True,265,203.0,mocas,mocas-roupas,mocas-roupas-camisas
75312424,blusa linda e bordada a mão !!,True,75,45.0,mocas,mocas-roupas,mocas-roupas-blusas
75096679,Calça Calvin Klein,True,90,70.0,mocas,mocas-roupas,mocas-roupas-calcas
74538449,vestido paetê,False,500,238.0,mocas,mocas-roupas,mocas-roupas-vestidos-de-festa
69519759,vestido tie day farm,True,185,185.0,mocas,mocas-roupas,mocas-roupas-vestidos
78149807,conjunto milon,True,80,80.0,mocas,mocas-roupas,mocas-roupas-short
78149808,vestido listrado - bayard,True,80,80.0,mocas,mocas-roupas,mocas-roupas-vestidos
78149810,short amarração hering preto,True,60,60.0,mocas,mocas-roupas,mocas-roupas-short
78149806,short jeans triton,True,70,70.0,mocas,mocas-roupas,mocas-roupas-short
77838546,calça jeans capri,True,100,100.0,mocas,mocas-roupas,mocas-roupas-calcas
77539269,Blusa lantejoula Colcci,False,100,95.0,mocas,mocas-roupas,mocas-roupas-blusas
77614995,vestido super verão,True,75,75.0,mocas,mocas-roupas,mocas-roupas-vestidos
77603790,saia florida farm,True,100,95.0,mocas,mocas-roupas,mocas-roupas-saias
76969080,casaquinho forrado manga longa,True,725,570.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
76246305,legging fitness labellamafia  preto e branco,True,190,137.0,mocas,mocas-roupas,mocas-roupas-calcas
76067487,camiseta grafite seed,True,69,48.3,mocas,mocas-roupas,mocas-roupas-camisetas
75617343,saia preta detalhe em renda skazi,True,564,456.84,mocas,mocas-roupas,mocas-roupas-saias
73790894,t-shirt charry,True,119,36.0,mocas,mocas-roupas,mocas-roupas-camisetas
73274286,Conjunto moletom branco com crochê preto nas bordas,True,189,189.0,mocas,mocas-roupas,mocas-roupas-blusas
78158563,conjunto feminino tricot saia longa plissada cropped top,False,199,199.0,mocas,mocas-roupas,mocas-roupas-vestidos
78109763,blazer vintage em renda gripper,True,65,65.0,mocas,mocas-roupas,mocas-roupas-ternos
78072749,casaco feminino pelos,True,500,500.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78027069,vestido zara xadrez,True,450,450.0,mocas,mocas-roupas,mocas-roupas-vestidos
77871862,vestido preto estrelas evasê,True,139,139.0,mocas,mocas-roupas,mocas-roupas-vestidos
77710366,vestido eagle rock império,True,180,144.0,mocas,mocas-roupas,mocas-roupas-vestidos
77547369,blusinha do brasil,True,68,58.0,mocas,mocas-roupas,mocas-roupas-blusas
77040678,calça verde magia do mar,True,45,45.0,mocas,mocas-roupas,mocas-roupas-calcas
76240604,vestido bege estampa animal print shein,True,69,60.03,mocas,mocas-roupas,mocas-roupas-vestidos
75985148,Pantacourt preta - tamanho P,True,28,21.0,mocas,mocas-roupas,mocas-roupas-calcas
75400802,body lança perfume,True,120,64.0,mocas,mocas-roupas,mocas-roupas-blusas
75284288,Blaiser preto manga longa,True,50,38.0,mocas,mocas-roupas,mocas-roupas-ternos
72754548,saia azul solta água de coco,True,350,224.0,mocas,mocas-roupas,mocas-roupas-saias
78158562,carmen steffens vestido p rosa claro,True,299,299.0,mocas,mocas-roupas,mocas-roupas-vestidos
78141206,saia godé gloss,True,55,55.0,mocas,mocas-roupas,mocas-roupas-saias
78138987,trench coat mob,False,612,612.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78132330,colete pelo,True,120,120.0,mocas,mocas-roupas,mocas-roupas-coletes
78132332,dupla face planet girls relíquia,False,265,265.0,mocas,mocas-roupas,mocas-roupas-blusas
78125917,casaco mickey,True,50,40.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78105340,regata dourada all side,True,180,180.0,mocas,mocas-roupas,mocas-roupas-blusas
78094333,blusa whinchester supernatural,True,25,25.0,mocas,mocas-roupas,mocas-roupas-blusas
78085122,macacao longo muito chic,False,200,200.0,mocas,mocas-roupas,mocas-roupas-macacao
78132343,vestido iorane,False,399,399.0,mocas,mocas-roupas,mocas-roupas-vestidos
78132341,novaa! com etiqueta. saia longa em viscolycra.,False,160,160.0,mocas,mocas-roupas,mocas-roupas-saias
78126153,vestido animale crepe de seda tam 40,True,145,145.0,mocas,mocas-roupas,mocas-roupas-vestidos
78125932,vestido curto tomara que caia,True,80,80.0,mocas,mocas-roupas,mocas-roupas-vestidos
78125930,vestido longuete listrado azul,False,249,249.0,mocas,mocas-roupas,mocas-roupas-vestidos
78115362,vestido curto farm,True,98,98.0,mocas,mocas-roupas,mocas-roupas-vestidos
78115358,blazer rosa,False,100,100.0,mocas,mocas-roupas,mocas-roupas-ternos
78105358,conjunto labella mafia,False,70,70.0,mocas,mocas-roupas,mocas-roupas-blusas
78085132,camiseta adidas,True,325,325.0,mocas,mocas-esportes,
78072226,corta vento feminino,True,300,300.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78043083,vestido longo jeans indiano moda boho índia lastex vestido plus size,True,99,99.0,mocas,mocas-roupas,mocas-roupas-vestidos
78030703,calça azul jeans calvin klein,True,253,253.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77952108,calça legging calça de lycra cintura alta usada poucas vezes,True,45,45.0,mocas,mocas-roupas,mocas-roupas-calcas
77839087,top em viscose chocris,False,130,130.0,mocas,mocas-roupas,mocas-roupas-blusas
77745027,regata branca,True,130,123.0,mocas,mocas-roupas,mocas-roupas-blusas
77349281,blazer alfaiataria blitz closet,False,529,476.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77056942,duas camisetas aeropostale,True,79,58.0,mocas,mocas-roupas,mocas-roupas-camisetas
76928987,vestido chemisse listrada tamanho G,True,595,459.0,mocas,mocas-roupas,mocas-roupas-vestidos
76489575,Vestido um ombro só mídi estampado TAM P,True,120,70.0,mocas,mocas-roupas,mocas-roupas-vestidos
76236315,vestido crochê zara,True,490,490.0,mocas,mocas-roupas,mocas-roupas-vestidos
76058642,chemise azul yessica,True,76,63.84,mocas,mocas-roupas,mocas-roupas-vestidos
74184615,blusa off white canal,True,88,44.0,mocas,mocas-roupas,mocas-roupas-blusas
78115354,saia marrom detalhe com moedas,True,40,40.0,mocas,mocas-roupas,mocas-roupas-saias
78072571,parka feminina sarja militar,True,300,300.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78072401,parkar feminina impermeável,True,490,490.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77939984,calça azul claro estonado jean prefixo denim,True,69,69.0,mocas,mocas-roupas,mocas-roupas-calcas
77771265,macaquinho curto estampado fyi,True,190,152.0,mocas,mocas-roupas,mocas-roupas-macacao
77698070,saia noite,True,40,40.0,mocas,mocas-roupas,mocas-roupas-saias
77613010,vestido midi branco com renda,True,90,85.0,mocas,mocas-roupas,mocas-roupas-vestidos
77446294,vestido jeans,True,70,62.0,mocas,mocas-roupas,mocas-roupas-vestidos
76247125,Figurino/fantasia infantil,True,40,22.0,mocas,mocas-roupas,mocas-roupas-saias
74403512,vestido off white evasê laise farm,True,187,134.64,mocas,mocas-roupas,mocas-roupas-vestidos
73068012,blusa roxa estampada alto giro,True,65,41.6,mocas,mocas-roupas,mocas-roupas-blusas
71183321,conjunto preto listrado blazer e calça simulassão,True,158,79.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78141220,lm 121-camiseta,True,69,69.0,mocas,mocas-roupas,mocas-roupas-camisetas
78141217,"2 camisetas polo da marca polo, unissex, usadas só 2 vezes!",True,57,57.0,mocas,mocas-roupas,mocas-roupas-camisetas
78130144,vestido rendado frozen,True,200,200.0,mocas,mocas-roupas,mocas-roupas-vestidos-de-festa
78125941,vestido curto preto floral,True,80,80.0,mocas,mocas-roupas,mocas-roupas-vestidos
78105362,cropped crochet,False,80,80.0,mocas,mocas-roupas,mocas-roupas-blusas
78098273,saia ateen couro,True,412,412.0,mocas,mocas-roupas,mocas-roupas-saias
78064780,vestido chemise tam 42 verde militar viscose da siberian,True,99,99.0,mocas,mocas-roupas,mocas-roupas-vestidos
77821031,macacão longo cobras farm,True,300,300.0,mocas,mocas-roupas,mocas-roupas-macacao
77744291,blusa branca e azul le lis blanc,True,121,121.0,mocas,mocas-roupas,mocas-roupas-blusas
77700362,calça verde estampa tigre dress,True,90,81.0,mocas,mocas-roupas,mocas-roupas-calcas
77328320,short saia jeans!,True,65,65.0,mocas,mocas-roupas,mocas-roupas-short
76908116,blusa preta kanaka,True,39,31.2,mocas,mocas-roupas,mocas-roupas-blusas
76496167,conjunto de top e saia preto da grife skazi TAM 42,False,670,425.0,mocas,mocas-roupas,mocas-roupas-vestidos
76247326,vestido figurino infanto juvenil,True,60,34.0,mocas,mocas-roupas,mocas-roupas-vestidos
74183757,calça slim floral,True,84,21.0,mocas,mocas-roupas,mocas-roupas-calcas
71820298,blusa camuflada,True,80,27.0,mocas,mocas-roupas,mocas-roupas-blusas
78125940,blusa feminina memove modelo com alcinhas detalhes em renda,True,69,69.0,mocas,mocas-roupas,mocas-roupas-blusas
77904430,vestido ciganinha um ombro só,False,60,60.0,mocas,mocas-roupas,mocas-roupas-vestidos
76856265,calça azul modeladora modab,False,209,188.1,mocas,mocas-roupas,mocas-roupas-calcas
76423672,Vestido de festa,True,250,162.0,mocas,mocas-roupas,mocas-roupas-vestidos-de-festa
76188025,casaco coral soft heloisa machado,True,163,136.92,mocas,mocas-roupas,mocas-roupas-casaquinhos
74182312,calça slouchy xadrez vichy,True,73,21.0,mocas,mocas-roupas,mocas-roupas-calcas
74180739,calça legging rajada,True,70,21.0,mocas,mocas-roupas,mocas-roupas-calcas
78158577,vestido preto indie,True,50,50.0,mocas,mocas-roupas,mocas-roupas-vestidos
78158576,calça jeans com recorte correntaria,False,250,250.0,mocas,mocas-roupas,mocas-roupas-calcas
78149818,cropped de tricot,False,80,80.0,mocas,mocas-roupas,mocas-roupas-blusas
78141210,vestido tubinho p,True,65,65.0,mocas,mocas-roupas,mocas-roupas-vestidos
78141207,casaquinho feminino maggie mcnaughton original,True,250,250.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
78140965,bata ampla curta,True,180,180.0,mocas,mocas-roupas,mocas-roupas-blusas
78132331,blusa cavalera,True,35,35.0,mocas,mocas-roupas,mocas-roupas-blusas
78125928,vestido rosa delicado,True,130,130.0,mocas,mocas-roupas,mocas-roupas-vestidos
78082342,shorts esportivo,True,89,89.0,mocas,mocas-roupas,mocas-roupas-short
77885108,vestido tam p azul marinho da hollister,True,49,49.0,mocas,mocas-roupas,mocas-roupas-vestidos
77617184,vestido tvz tubinho com fivela,True,200,200.0,mocas,mocas-roupas,mocas-roupas-vestidos
77577844,"camisa feminina dudalina nova original manga comprida, branca com listras verde claro, com embalagem",False,250,250.0,mocas,mocas-roupas,mocas-roupas-camisas
77566079,quimono preto,True,85,85.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77490316,shorts saia fitness  preto  labellamafia novo,False,185,175.0,mocas,mocas-roupas,mocas-roupas-short
77322746,Calça donna ka jeans wide leg floral tamanho 38,True,190,154.0,mocas,mocas-roupas,mocas-roupas-calcas
77294549,conjunto calça e croped,True,255,217.0,mocas,mocas-roupas,mocas-roupas-calcas
76881599,vestido three seasons tubinho metalizado,True,220,220.0,mocas,mocas-roupas,mocas-roupas-vestidos
76566216,shorts off white estampado,True,40,30.0,mocas,mocas-roupas,mocas-roupas-short
76250803,blusa preta valentina girl,True,36,31.32,mocas,mocas-roupas,mocas-roupas-blusas
76246591,legging fitness labellamafia com strass,False,260,179.0,mocas,mocas-roupas,mocas-roupas-calcas
75544075,moletom track and field,True,65,52.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
24966168,top gelo e amarelo,True,40,28.0,mocas,mocas-roupas,mocas-roupas-blusas
77815233,casaco laranja susan zheng,False,60,54.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77685348,camisa nova da guess,False,199,189.0,mocas,mocas-roupas,mocas-roupas-camisas
77621998,vestido midi bouquet invernal Farm,False,398,398.0,mocas,mocas-roupas,mocas-roupas-vestidos
77592783,Sueter feminino shoulder,True,40,38.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77086651,calça jeans wide legg myft,True,219,187.0,mocas,mocas-roupas,mocas-roupas-calcas
76879877,vestido limeligth tubinho metalizado print,True,200,150.0,mocas,mocas-roupas,mocas-roupas-vestidos
75246432,blusinha cinza,True,39,30.0,mocas,mocas-roupas,mocas-roupas-blusas
74383016,casaco parca bege,True,220,104.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
72208505,legging labellamafia G,False,350,298.0,mocas,mocas-roupas,mocas-roupas-calcas
16045518,saia andrea marques estampada,True,95,66.0,mocas,mocas-roupas,mocas-roupas-saias
78140866,blusa lã chilena,True,220,220.0,mocas,mocas-roupas,mocas-roupas-blusas
77896251,"calça jeans plus size, hering, nova",False,150,150.0,mocas,mocas-roupas,mocas-roupas-calcas
77867315,vestido tubinho sari acetinado,False,135,135.0,mocas,mocas-roupas,mocas-roupas-vestidos
77832429,shorts saia preto com paetês samira san,True,50,50.0,mocas,mocas-roupas,mocas-roupas-short
77548270,vestido cotton on floral,True,59,48.0,mocas,mocas-roupas,mocas-roupas-vestidos
77499003,vestido emme tubinho drapeado,True,140,112.0,mocas,mocas-roupas,mocas-roupas-vestidos
77487286,calça jeans skinny elastano m.officer,True,200,80.0,mocas,mocas-roupas,mocas-roupas-calcas
77250131,parka vintage listrada,True,69,52.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77099432,Calça jeans levanta bumbum cintura alta,True,45,31.0,mocas,mocas-roupas,mocas-roupas-calcas
77073112,CALÇA ANN TAYLOR  SOCIAL AZUL ESCURO 50,True,130,130.0,mocas,mocas-roupas,mocas-roupas-calcas
76859984,"blusa manga longa,off white",True,60,45.0,mocas,mocas-roupas,mocas-roupas-blusas
76567071,vestido MIDI navy listras zara,False,689,539.0,mocas,mocas-roupas,mocas-roupas-vestidos
76316545,vestido amarelo fluorescente no boundaries,True,75,56.25,mocas,mocas-roupas,mocas-roupas-vestidos
75506337,vestido preto e branco estampado com cinto antix,True,213,172.53,mocas,mocas-roupas,mocas-roupas-vestidos
75386055,blusa estampada,False,40,32.0,mocas,mocas-roupas,mocas-roupas-blusas
74166748,blusa de amarrar no pescoço,True,20,9.0,mocas,mocas-roupas,mocas-roupas-blusas
73999833,tipo indiana le lis blanc,True,165,132.0,mocas,mocas-roupas,mocas-roupas-vestidos
73915137,top para ensaio fotográfico de gestante,False,100,100.0,mocas,mocas-roupas,mocas-roupas-blusas
73695639,blazer preto moça bonita,True,95,42.75,mocas,mocas-roupas,mocas-roupas-ternos
73190832,blusa regata body ombro único,False,70,33.0,mocas,mocas-roupas,mocas-roupas-blusas
72835160,chamise branca minnie,False,90,85.0,mocas,mocas-roupas,mocas-roupas-camisas
69621778,calça marrom suede beleza rosa,True,135,67.5,mocas,mocas-roupas,mocas-roupas-calcas
64782297,vestido rose renda iracema ribeiro,True,120,60.0,mocas,mocas-roupas,mocas-roupas-vestidos
78149792,vestido curto shoulder,True,150,150.0,mocas,mocas-roupas,mocas-roupas-vestidos
78149793,saia márcia mello,True,50,50.0,mocas,mocas-roupas,mocas-roupas-saias
78141198,blusa beagle xadrez,True,49,49.0,mocas,mocas-roupas,mocas-roupas-blusas
78009202,chemisier lenny niemeyer,False,499,499.0,mocas,mocas-roupas,mocas-roupas-vestidos
77991405,vestido vinho listras projeto rosa,True,55,55.0,mocas,mocas-roupas,mocas-roupas-vestidos
77944038,tricot lindo da ralph laures,True,229,229.0,mocas,mocas-roupas,mocas-roupas-casaquinhos
77841951,camisa azul h.eleny fashion,False,79,79.0,mocas,mocas-roupas,mocas-roupas-camisas
77780807,saia curta preta,False,59,56.0,mocas,mocas-roupas,mocas-roupas-saias
76246991,shorts fitness estampa cobra labellamafia,False,160,109.0,mocas,mocas-roupas,mocas-roupas-short
75962104,vestido curto preto com tons florais,True,280,155.0,mocas,mocas-roupas,mocas-roupas-vestidos
75174478,top cropped em tricô zara,False,389,174.0,mocas,mocas-roupas,mocas-roupas-blusas
74896187,cropped estampado,True,280,100.0,mocas,mocas-roupas,mocas-roupas-blusas
73257293,calça azul escuro jeans le lis blanc,True,149,102.81,mocas,mocas-roupas,mocas-roupas-calcas
71730259,saia preta poá zara,True,250,125.0,mocas,mocas-roupas,mocas-roupas-saias
69768480,vestido de festa bordado atelie blessed  rio,False,2900,1800.0,mocas,mocas-roupas,mocas-roupas-vestidos-de-festa
65921317,vestido azul  floral de seda fabulous agilita,False,956,478.0,mocas,mocas-roupas,mocas-roupas-vestidos
78124102,camisa jeans pintada à mão- tam p,True,45,45.0,mocas,mocas-roupas,mocas-roupas-camisas
78086117,vestido longo blitz closet,False,349,349.0,mocas,mocas-roupas,mocas-roupas-vestidos
78080161,short jeans preto,True,20,20.0,mocas,mocas-roupas,mocas-roupas-short
78059517,calça preta adidas,True,114,114.0,mocas,mocas-roupas,mocas-roupas-calcas
78042050,bata étnica floral,True,59,59.0,mocas,mocas-roupas,mocas-roupas-blusas
78019263,saia jeans,False,65,65.0,mocas,mocas-roupas,mocas-roupas-saias
77566000,cropped ciganinha floral,True,49,42.0,mocas,mocas-roupas,mocas-roupas-blusas
77083622,dlk regata fitness academia tamanho m azul e preto,True,49,34.0,mocas,mocas-roupas,mocas-roupas-blusas
